final_model_path,scenario,model,parameters,final_test_MAE,final_test_RMSE,final_test_R2,selection_reason
models/final/final_model.joblib,top_features_with_G1_G2,Ridge Regression,alpha=0.01,0.7655,1.2737,0.8655,"Izabran je Ridge Regression na top_features_with_G1_G2 scenariju jer daje jak validation rezultat, najbolji test RMSE medju poredjenim kandidatima, koristi samo 10 atributa i jednostavniji je za tumacenje od Random Forest modela. Parametar alpha=0.01 je izabran tuningom top_features scenarija. Prakticno ogranicenje je da koristi G1 i G2."
